"","Text","Cluster"
"402","ANGELA_BORGIA_noWikiID","Cluster 4"
"403","DER_TOD_ABELS_noWikiID","Cluster 3"
"404","ASIATISCHE_BANISE_noWikiID","Cluster 2"
"405","DIE_DREI_NUESSE_noWikiID","Cluster 4"
"406","NESTHAEKCHEN_(KINDERBUCHREIHE)_Q1747891","Cluster 4"
"407","DER_HEIZER_noWikiID","Cluster 4"
"408","DIE_WEISE_VON_LIEBE_UND_TOD_DES_CORNETS_CHRISTOPH_RILKE_Q18209936","Cluster 4"
"409","HERR_LORENZ_STARK_noWikiID","Cluster 4"
"410","DAS_URTEIL_(KAFKA)_Q278998","Cluster 4"
"411","IM_REICHE_DER_HOMUNKULIDEN_noWikiID","Cluster 4"
"412","DER_ALTE_VOM_BERGE_noWikiID","Cluster 2"
"413","DER_FROMME_SPRUCH_noWikiID","Cluster 4"
"414","KUSS_VON_SENTZE_noWikiID","Cluster 4"
"415","MARION_noWikiID","Cluster 4"
"416","DAS_STUTTGARTER_HUTZELMAENNLEIN_Q13142535","Cluster 3"
"417","RYNO_Q2178262","Cluster 4"
"418","SANKT_THOMAS_(NOVELLE)_Q1499960","Cluster 4"
"419","HESPERUS_ODER_45_HUNDPOSTTAGE_Q1527881","Cluster 2"
"420","HASTENBECK_noWikiID","Cluster 4"
"421","ANTON_REISER_Q593385","Cluster 2"
"422","USONG_noWikiID","Cluster 4"
"423","DICHTERLEBEN_noWikiID","Cluster 2"
"424","GESCHICHTEN_AUS_DEN_TIROLER_BERGEN_noWikiID","Cluster 4"
"425","DIE_POGGENPUHLS_Q1215465","Cluster 4"
"426","DIE_GLUECKSRITTER_noWikiID","Cluster 3"
"427","KRIMINAL-HUMORESKEN_noWikiID","Cluster 4"
"428","GRETE_MINDE_noWikiID","Cluster 3"
"429","LEBENSGESCHICHTE_UND_NATUERLICHE_ABENTHEUER_DES_ARMEN_MANNES_IN_TOCKENBURG_noWikiID","Cluster 4"
"430","LEUTNANT_GUSTL_Q1821658","Cluster 4"
"431","DAS_SCHWEIGEN_IM_WALDE_noWikiID","Cluster 3"
"432","REICH_UND_ARM_noWikiID","Cluster 4"
"433","MEIN_HERZ_(ROMAN)_Q20827330","Cluster 4"
"434","DER_AUFRUHR_IN_DEN_CEVENNEN_Q1192283","Cluster 1"
"435","DIE_SCHWARZE_SPINNE_(NOVELLE)_Q502598","Cluster 4"
"436","ZWISCHEN_HIMMEL_UND_ERDE_(ERZAEHLUNG_1856)_Q64733588","Cluster 4"
"437","AGNES_VON_LILIEN_Q105642294","Cluster 3"
"438","TAMBI_noWikiID","Cluster 4"
"439","DAS_NATURFORSCHERSCHIFF_noWikiID","Cluster 4"
"440","HUMORISTISCHEN_SKIZZEN_AUS_DEM_DEUTSCHEN_HANDELSLEBEN_noWikiID","Cluster 4"
"441","GROSZMUETHIGER_FELDHERR_ARMINIUS_noWikiID","Cluster 3"
"442","ADELE_noWikiID","Cluster 3"
"443","SERAPHINE_noWikiID","Cluster 3"
"444","DER_PRINZ_VON_THEBEN_noWikiID","Cluster 4"
"445","CARSTEN_CURATOR_Q1045516","Cluster 2"
"446","GABRIELE_noWikiID","Cluster 2"
"447","DER_POJAZ_Q1196233","Cluster 4"
"448","WALDEINSAMKEIT_noWikiID","Cluster 4"
"449","VITTORIA_ACCOROMBONA_Q1403207","Cluster 3"
"450","DAS_VERLASSENE_HAUS_noWikiID","Cluster 4"
"451","DER_HOCHWALD_Q1194364","Cluster 3"
"452","LIBERTAS_UND_IHRE_FREIER_noWikiID","Cluster 4"
"453","DER_SANDMANN_(HOFFMANN)_Q798227","Cluster 4"
"454","FRAU_BEATE_UND_IHR_SOHN_Q1451452","Cluster 4"
"455","PLAUTUS_IM_NONNENKLOSTER_Q1772718","Cluster 4"
"456","SALY'S_REVOLUTIONSTAGE_noWikiID","Cluster 4"
"457","DIE_ZWEITE_FRAU_noWikiID","Cluster 2"
"458","DAS_GOLDMACHERDORF_Q114357971","Cluster 4"
"459","AUS_DEM_BOEHMERWALDE_noWikiID","Cluster 4"
"460","DAS_SCHATZHAUS_DES_KOENIGS_noWikiID","Cluster 4"
"461","DES_VETTERS_ECKFENSTER_Q979343","Cluster 4"
"462","ZERBIN_ODER_DIE_NEUERE_PHILOSOPHIE_noWikiID","Cluster 4"
"463","WIENER_BLUT_noWikiID","Cluster 4"
"464","AUF_DEM_STAATSHOF_noWikiID","Cluster 4"
"465","AUSWAHL_AUS_DES_TEUFELS_PAPIEREN_noWikiID","Cluster 4"
"466","DAS_FRAEULEIN_VON_SCUDERI_Q358642","Cluster 4"
"467","DER_BESUCH_noWikiID","Cluster 4"
"468","REICHSGRAEFIN_GISELA_noWikiID","Cluster 3"
"469","EIN_BRIEF_(HOFMANNSTHAL)_Q1304342","Cluster 4"
"470","EKKEHARD_noWikiID","Cluster 4"
"471","DIE_MAJORATSHERREN_Q1214690","Cluster 4"
"472","DIE_DREI_GERECHTEN_KAMMMACHER_Q1218123","Cluster 4"
"473","DIE_BRAUTNACHT_noWikiID","Cluster 4"
"474","BULEMANNS_HAUS_Q1003556","Cluster 4"
"475","DIE_HANNA_noWikiID","Cluster 4"
"476","DER_KLEINE_HAEWELMANN_Q1199225","Cluster 4"
"477","PETER_CAMENZIND_Q576493","Cluster 4"
"478","HEINRICH_VON_OFTERDINGEN_Q58178849","Cluster 4"
"479","DAS_GEHEIMNIS_DER_ALTEN_MAMSELL_noWikiID","Cluster 1"
"480","DER_DRAEUMLING_Q1193032","Cluster 4"
"481","DAS_ALTE_HAUS_noWikiID","Cluster 4"
"482","AQUIS_SUBMERSUS_Q623355","Cluster 4"
"483","DIE_MAEDCHENFEINDE_noWikiID","Cluster 4"
"484","FRIDOLIN_UND_SEIN_GLUECK_noWikiID","Cluster 4"
"485","HYPERION_(HOELDERLIN)_Q1190094","Cluster 3"
"486","DES_LEBENS_UEBERFLUSS_Q1200453","Cluster 4"
"487","DER_WEHRWOLF_noWikiID","Cluster 4"
"488","BEBUQUIN_Q30134038","Cluster 4"
"489","DER_LANDPREDIGER_Q1195163","Cluster 4"
"490","GOLDELSE_(MARLITT)_Q93955765","Cluster 1"
"491","HOEXTER_UND_CORVEY_Q1649221","Cluster 4"
"492","VEREINIGUNGEN_noWikiID","Cluster 4"
"493","DIE_GESCHICHTE_DER_ANNA_WASER_noWikiID","Cluster 4"
"494","GESCHICHTE_VOM_GALGENMAENNLEIN_noWikiID","Cluster 4"
"495","WIE_WUNDERBAR_noWikiID","Cluster 4"
"496","DES_DEUTSCHEN_SPIESSERS_WUNDERHORN_noWikiID","Cluster 4"
"497","DAS_JUDENGRAB_Q18411268","Cluster 4"
"498","PARALYSE_noWikiID","Cluster 4"
"499","GESCHICHTE_EINES_DEUTSCHEN_DER_NEUSTEN_ZEIT_noWikiID","Cluster 4"
"500","UNWIEDERBRINGLICH_Q2499503","Cluster 4"
"501","ADDRICH_IM_MOOS_noWikiID","Cluster 2"
"502","DAS_STEINERNE_HERZ_noWikiID","Cluster 4"
"503","DIE_GEIGERIN_Q1212876","Cluster 4"
"504","LEIB_WEIHNACHTSKUCHEN_UND_SEIN_KIND_noWikiID","Cluster 4"
"505","DER_WASSERMENSCH_noWikiID","Cluster 4"
"506","AN_HEILIGEN_WASSERN_noWikiID","Cluster 4"
"507","DIE_WASSERNOT_IM_EMMENTAL_noWikiID","Cluster 4"
"508","DIE_ERMORDUNG_EINER_BUTTERBLUME_Q1212233","Cluster 4"
"509","DAS_DUELL_noWikiID","Cluster 4"
"510","DIE_FERMATE_noWikiID","Cluster 4"
"511","OHNE_LIEBE_Q106687147","Cluster 4"
"512","DER_FREIHOF_VON_AARAU_noWikiID","Cluster 1"
"513","AUF_ZWEI_PLANETEN_Q4310936","Cluster 4"
"514","TAGEBUCH_EINES_ARMEN_FRAEULEINS_noWikiID","Cluster 4"
"515","ROSSHALDE_Q2171354","Cluster 4"
"516","AUS_DEM_LEBEN_EINER_FRAU_Q101323690","Cluster 4"
"517","DIE_STEINKLOPFER_Q1216451","Cluster 4"
"518","ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NAECHTE_noWikiID","Cluster 4"
"519","DER_TOLLE_INVALIDE_AUF_DEM_FORT_RATONNEAU_Q1199666","Cluster 4"
"520","DIE_PFRUENDER_noWikiID","Cluster 4"
"521","DIE_GLUECKLICHE_REISE_noWikiID","Cluster 4"
"522","DIE_KOENIGSBRAUT_noWikiID","Cluster 4"
"523","DIE_WIEDERTAEUFER_noWikiID","Cluster 3"
"524","LEBEN_UND_TATEN_DES_BERUEHMTEN_RITTERS_SCHNAPPHAHNSKI_Q15825464","Cluster 4"
"525","ARIEL'S_OFFENBARUNGEN_noWikiID","Cluster 4"
"526","DICHTER_UND_IHRE_GESELLEN_Q1209499","Cluster 2"
"527","VIEL_LAERMEN_UM_NICHTS_noWikiID","Cluster 3"
"528","POLE_POPPENSPAELER_Q1760267","Cluster 2"
"529","DAS_JUNGE_EUROPA_noWikiID","Cluster 1"
"530","AUS_DEM_LEBEN_EINES_TAUGENICHTS_Q777658","Cluster 3"
"531","UNTERM_BIRNBAUM_Q938689","Cluster 3"
"532","ELLERNKLIPP_Q1332021","Cluster 4"
"533","ALTE_NESTER_Q436036","Cluster 1"
"534","SCHACH_VON_WUTHENOW_Q2229265","Cluster 3"
"535","SCHLOSS_AVALON_noWikiID","Cluster 4"
"536","LEBENS-ANSICHTEN_DES_KATERS_MURR_Q1314475","Cluster 1"
"537","CABANIS_noWikiID","Cluster 3"
"538","LICHTENSTEIN_noWikiID","Cluster 3"
"539","NOVELLEN_AUS_OESTERREICH_noWikiID","Cluster 1"
"540","TOD_IN_VENEDIG_Q828296","Cluster 4"
"541","ELEAGABAL_KUPERUS_noWikiID","Cluster 2"
"542","DER_UNTERTAN_Q476349","Cluster 3"
"543","AUS_GUTER_FAMILIE_noWikiID","Cluster 3"
"544","DER_WEG_INS_FREIE_Q700479","Cluster 3"
"545","GESCHWISTER_TANNER_Q1510146","Cluster 2"
"546","FRAU_BERTHA_GARLAN_Q1451457","Cluster 1"
"547","TAGEBUCH_EINER_VERLORENEN_Q7675198","Cluster 2"
"548","GROENLAENDISCHE_PROZESSE_noWikiID","Cluster 3"
"549","ROBINSON_DER_JUENGERE_Q42195141","Cluster 3"
"550","ZUERICHER_NOVELLEN_Q248678","Cluster 2"
"551","LEIDEN_UND_FREUDEN_EINES_SCHULMEISTERS_noWikiID","Cluster 2"
"552","DER_BAUERNSPIEGEL_noWikiID","Cluster 1"
"553","DIE_EPIGONEN_noWikiID","Cluster 1"
"554","MALER_NOLTEN_Q1752673","Cluster 2"
"555","GODWI_Q1533941","Cluster 1"
"556","TITAN_(JEAN_PAUL)_Q492384","Cluster 1"
"557","FRANZ_STERNBALDS_WANDERUNGEN_Q1449176","Cluster 1"
"558","WILLIAM_LOVELL_Q2579763","Cluster 1"
"559","ZUR_CHRONIK_VON_GRIESHUUS_noWikiID","Cluster 4"
"560","EEKENHOF_noWikiID","Cluster 3"
"561","MORALISCHEN_ERZAEHLUNGEN_noWikiID","Cluster 2"
"562","FELICITAS_noWikiID","Cluster 3"
"563","RENATE_noWikiID","Cluster 4"
"564","AUF_DER_WEGWACHT_noWikiID","Cluster 3"
"565","FREIHEIT_DIE_ICH_MEINE_noWikiID","Cluster 3"
"566","DIE_LEUTE_VOM_BLAUEN_GUGUCKHAUS_noWikiID","Cluster 2"
"567","DAS_SCHAEDLICHE_noWikiID","Cluster 4"
"568","UNSUEHNBAR_noWikiID","Cluster 3"
"569","ERINNERUNGEN_VON_LUDOLF_URSLEU_noWikiID","Cluster 2"
"570","DER_TROTZKOPF_Q1197625","Cluster 3"
"571","MICHAEL_KOHLHAAS_Q279676","Cluster 3"
